Order_ID,Order_Date,Customer_ID,Product_ID,Region,Customer_Segment,Product_Category,Quantity,Unit_Price,Discount,Sales_Amount,Profit,Sales_Channel
700487,2024-11-22,1050,2030,North,Consumer,Furniture,7,518.33,0.2,2902.65,649.72,Online
700488,2024-10-08,1012,2054,South,Corporate,Furniture,6,470.85,0.1,2542.59,401.29,Retail
700489,2024-08-17,1098,2002,South,Consumer,Electronics,5,872.2,0.2,3488.8,1121.99,Partner
700490,2024-03-29,1179,2023,South,Small Business,Furniture,5,107.12,0.2,428.48,99.29,Partner
700491,2024-12-04,1169,2072,West,Corporate,Furniture,7,1171.28,0.15,6969.12,2331.86,Retail
700492,2024-02-01,1138,2049,West,Small Business,Appliances,4,866.99,0.1,3121.16,735.19,Retail
700493,2024-01-30,1165,2020,Central,Consumer,Appliances,1,341.57,0.0,341.57,96.13,Retail
700494,2024-03-10,1056,2018,East,Consumer,Electronics,4,325.92,0.05,1238.5,266.97,Online
700495,2024-10-29,1171,2008,North,Corporate,Appliances,5,861.38,0.1,3876.21,1173.68,Online
700496,2024-09-18,1197,2061,South,Small Business,Office Supplies,8,129.48,0.0,1035.84,338.24,Online
700497,2024-06-26,1016,2023,South,Consumer,Appliances,7,795.55,0.15,4733.52,1159.18,Partner
700498,2024-04-08,1090,2095,East,Consumer,Electronics,3,622.78,0.05,1774.92,530.16,Retail
700499,2024-05-07,1018,2082,North,Consumer,Furniture,3,1129.38,0.2,2710.51,636.84,Partner
700500,2024-02-04,1153,2009,South,Consumer,Electronics,3,45.05,0.0,135.15,30.66,Partner
700501,2024-09-21,1189,2088,North,Consumer,Furniture,6,982.17,0.05,5598.37,1693.6,Retail
700502,2024-04-10,1177,2027,East,Small Business,Furniture,3,1197.59,0.2,2874.22,457.29,Retail
700503,2024-08-13,1036,2077,South,Small Business,Appliances,3,811.41,0.2,1947.38,661.25,Partner
700504,2024-07-29,1082,2037,South,Small Business,Office Supplies,2,575.85,0.15,978.94,157.45,Online
700505,2024-04-27,1106,2010,North,Small Business,Office Supplies,6,79.9,0.0,479.4,123.67,Partner
700506,2024-06-24,1117,2065,West,Small Business,Electronics,9,555.42,0.15,4248.96,944.32,Partner
700507,2024-04-15,1016,2069,North,Consumer,Electronics,8,1047.03,0.1,7538.62,1990.09,Partner
700508,2024-02-23,1113,2077,Central,Consumer,Furniture,8,1063.24,0.15,7230.03,2154.58,Online
700509,2024-04-01,1182,2053,East,Consumer,Appliances,1,339.15,0.1,305.24,68.97,Online
700510,2024-01-09,1184,2040,North,Consumer,Appliances,2,185.74,0.0,371.48,125.97,Retail
700511,2024-11-04,1085,2082,Central,Corporate,Furniture,8,497.21,0.1,3579.91,636.97,Partner
700512,2024-09-01,1019,2018,East,Consumer,Office Supplies,7,386.36,0.0,2704.52,827.33,Online
700513,2024-09-22,1189,2021,West,Consumer,Appliances,2,1162.82,0.0,2325.64,508.63,Retail
700514,2024-02-01,1023,2028,South,Small Business,Office Supplies,7,986.53,0.1,6215.14,1021.38,Partner
700515,2024-01-21,1018,2027,South,Small Business,Office Supplies,4,1197.25,0.15,4070.65,1123.28,Partner
700516,2024-02-26,1054,2058,South,Consumer,Furniture,8,1127.13,0.0,9017.04,1587.54,Partner
700517,2024-04-04,1051,2086,West,Corporate,Electronics,2,938.35,0.2,1501.36,384.03,Partner
700518,2024-04-12,1101,2063,Central,Consumer,Office Supplies,5,294.72,0.1,1326.24,397.77,Partner
700519,2024-06-10,1144,2017,East,Corporate,Appliances,6,1015.49,0.15,5179.0,905.45,Retail
700520,2024-12-19,1110,2006,South,Small Business,Furniture,4,1110.45,0.15,3775.53,749.71,Retail
700521,2024-11-12,1060,2067,West,Corporate,Office Supplies,2,265.66,0.2,425.06,110.25,Partner
700522,2024-08-09,1071,2046,West,Small Business,Furniture,5,838.72,0.15,3564.56,1059.69,Retail
700523,2024-12-27,1088,2082,South,Small Business,Electronics,1,913.21,0.1,821.89,252.43,Partner
700524,2024-01-11,1116,2050,Central,Small Business,Office Supplies,4,162.9,0.05,619.02,143.0,Retail
700525,2024-10-07,1151,2008,West,Small Business,Electronics,6,756.96,0.05,4314.67,1141.61,Retail
700526,2024-08-31,1093,2006,West,Consumer,Appliances,9,948.2,0.0,8533.8,1486.86,Partner
700527,2024-05-07,1178,2054,Central,Corporate,Electronics,3,241.45,0.2,579.48,140.31,Partner
700528,2024-12-07,1030,2092,East,Consumer,Electronics,6,676.08,0.2,3245.18,874.33,Partner
700529,2024-10-26,1169,2028,North,Corporate,Office Supplies,3,39.78,0.0,119.34,27.64,Partner
700530,2024-06-04,1074,2048,Central,Small Business,Office Supplies,5,886.35,0.15,3766.99,908.88,Online
700531,2024-10-20,1002,2078,West,Consumer,Appliances,3,974.04,0.05,2776.01,624.57,Online
700532,2024-04-27,1060,2093,North,Consumer,Office Supplies,1,945.04,0.0,945.04,208.28,Retail
700533,2024-03-27,1124,2019,South,Corporate,Appliances,6,870.76,0.2,4179.65,936.17,Retail
700534,2024-08-16,1169,2006,Central,Consumer,Electronics,8,255.12,0.05,1938.91,372.34,Partner
700535,2024-08-09,1062,2018,East,Corporate,Electronics,8,268.81,0.1,1935.43,399.38,Online
700536,2024-02-03,1047,2037,East,Small Business,Electronics,5,936.76,0.0,4683.8,1278.66,Partner
700537,2024-10-23,1126,2067,East,Consumer,Office Supplies,7,813.33,0.1,5123.98,917.71,Retail
700538,2024-09-01,1034,2021,North,Consumer,Furniture,2,525.07,0.05,997.63,217.04,Retail
700539,2024-12-07,1120,2093,Central,Small Business,Electronics,4,780.45,0.1,2809.62,710.43,Partner
700540,2024-09-30,1068,2039,South,Corporate,Electronics,3,879.4,0.2,2110.56,517.01,Retail
700541,2024-05-04,1040,2062,East,Consumer,Electronics,4,372.67,0.0,1490.68,320.36,Retail
700542,2024-08-15,1038,2060,North,Small Business,Electronics,9,505.34,0.1,4093.25,897.53,Retail
700543,2024-03-27,1020,2096,Central,Corporate,Furniture,5,744.24,0.0,3721.2,1191.78,Online
700544,2024-01-15,1105,2019,West,Small Business,Furniture,4,50.62,0.15,172.11,45.74,Partner
700545,2024-06-12,1124,2092,West,Consumer,Appliances,4,526.45,0.1,1895.22,521.55,Partner
700546,2024-12-22,1197,2015,Central,Corporate,Office Supplies,5,417.05,0.1,1876.72,470.44,Partner
700547,2024-11-11,1173,2013,Central,Small Business,Office Supplies,5,400.05,0.0,2000.25,479.03,Online
700548,2024-08-31,1086,2029,East,Small Business,Appliances,1,151.97,0.05,144.37,30.26,Online
700549,2024-07-07,1069,2001,Central,Corporate,Appliances,2,572.94,0.15,974.0,329.17,Partner
700550,2024-08-10,1133,2074,West,Consumer,Electronics,5,1171.32,0.0,5856.6,1793.57,Partner
700551,2024-11-28,1007,2038,North,Corporate,Office Supplies,2,929.83,0.0,1859.66,631.23,Retail
700552,2024-06-08,1029,2009,North,Small Business,Office Supplies,8,375.83,0.15,2555.64,834.72,Online
700553,2024-11-26,1068,2037,East,Small Business,Office Supplies,2,34.57,0.2,55.31,11.85,Partner
700554,2024-10-06,1028,2086,West,Small Business,Appliances,8,605.52,0.15,4117.54,901.04,Retail
700555,2024-12-30,1090,2081,East,Small Business,Electronics,1,203.59,0.0,203.59,63.16,Retail
700556,2024-02-11,1050,2089,West,Corporate,Appliances,7,41.22,0.15,245.26,63.16,Retail
700557,2024-05-13,1013,2050,East,Small Business,Appliances,3,728.73,0.2,1748.95,294.1,Partner
700558,2024-02-05,1136,2028,West,Corporate,Office Supplies,8,181.73,0.15,1235.76,272.1,Online
700559,2024-08-02,1166,2081,East,Small Business,Furniture,2,199.22,0.15,338.67,113.59,Retail
700560,2024-10-11,1196,2006,West,Consumer,Furniture,3,269.45,0.05,767.93,138.0,Online
700561,2024-08-11,1025,2079,West,Corporate,Office Supplies,3,1000.45,0.15,2551.15,786.37,Online
700562,2024-11-27,1124,2037,North,Small Business,Furniture,1,437.53,0.2,350.02,92.56,Partner
700563,2024-09-06,1090,2040,North,Corporate,Electronics,6,197.6,0.05,1126.32,205.53,Online
700564,2024-02-02,1049,2016,Central,Corporate,Office Supplies,6,403.47,0.0,2420.82,776.5,Retail
700565,2024-08-23,1182,2069,Central,Consumer,Office Supplies,1,1124.7,0.15,956.0,301.83,Partner
700566,2024-11-10,1195,2027,North,Corporate,Furniture,6,764.22,0.0,4585.32,1222.69,Retail
700567,2024-10-16,1062,2037,Central,Consumer,Furniture,5,505.69,0.2,2022.76,584.43,Partner
700568,2024-01-28,1030,2097,South,Small Business,Office Supplies,8,563.89,0.2,3608.9,608.01,Online
700569,2024-08-02,1068,2019,North,Consumer,Appliances,6,1086.55,0.15,5541.4,1434.76,Partner
700570,2024-03-08,1076,2066,Central,Consumer,Office Supplies,6,580.85,0.05,3310.84,655.08,Partner
700571,2024-04-19,1015,2054,East,Small Business,Appliances,8,579.98,0.0,4639.84,1029.06,Online
700572,2024-02-27,1004,2070,East,Small Business,Furniture,3,1154.53,0.0,3463.59,984.04,Online
700573,2024-12-14,1021,2002,North,Corporate,Furniture,8,1055.18,0.15,7175.22,1402.94,Online
700574,2024-04-16,1110,2028,Central,Consumer,Office Supplies,8,886.89,0.0,7095.12,1276.25,Partner
700575,2024-12-01,1084,2009,West,Consumer,Furniture,1,93.57,0.1,84.21,19.99,Retail
700576,2024-04-16,1016,2044,Central,Small Business,Furniture,9,1072.88,0.05,9173.12,2421.47,Partner
700577,2024-08-07,1017,2051,Central,Consumer,Furniture,4,945.43,0.1,3403.55,778.09,Retail
700578,2024-04-26,1197,2028,South,Corporate,Appliances,2,890.34,0.15,1513.58,419.44,Partner
700579,2024-04-23,1007,2085,East,Small Business,Electronics,8,608.1,0.1,4378.32,1396.09,Partner
700580,2024-02-10,1156,2091,West,Corporate,Electronics,1,186.62,0.05,177.29,33.25,Online
700581,2024-08-23,1003,2075,Central,Small Business,Office Supplies,8,176.56,0.2,1129.98,226.78,Partner
700582,2024-01-08,1080,2042,West,Small Business,Electronics,4,318.53,0.2,1019.3,179.88,Retail
700583,2024-04-06,1166,2082,East,Corporate,Electronics,9,709.69,0.1,5748.49,1264.78,Retail
700584,2024-03-07,1041,2067,North,Corporate,Appliances,7,430.36,0.05,2861.89,549.59,Online
700585,2024-08-28,1155,2075,East,Small Business,Furniture,2,967.26,0.15,1644.34,322.36,Online
700586,2024-05-19,1007,2094,North,Consumer,Furniture,6,1196.6,0.1,6461.64,2066.87,Online
700587,2024-06-08,1160,2024,West,Small Business,Furniture,9,309.52,0.05,2646.4,637.31,Online
700588,2024-09-19,1060,2042,West,Small Business,Electronics,8,811.09,0.15,5515.41,1364.49,Retail
700589,2024-03-23,1140,2043,East,Corporate,Furniture,6,1161.54,0.0,6969.24,1559.89,Retail
700590,2024-09-10,1088,2091,South,Corporate,Furniture,6,444.66,0.0,2667.96,560.98,Online
700591,2024-10-08,1071,2011,West,Consumer,Office Supplies,5,489.23,0.15,2079.23,411.83,Online
700592,2024-03-30,1153,2057,East,Small Business,Appliances,4,53.26,0.2,170.43,57.12,Partner
700593,2024-11-02,1049,2092,West,Corporate,Electronics,7,805.57,0.0,5638.99,1662.3,Online
700594,2024-11-02,1097,2089,South,Small Business,Furniture,3,599.07,0.05,1707.35,550.65,Partner
700595,2024-12-30,1004,2054,North,Small Business,Furniture,6,1124.85,0.2,5399.28,1166.4,Online
700596,2024-09-26,1152,2059,South,Small Business,Office Supplies,2,377.17,0.1,678.91,224.07,Partner
700597,2024-07-05,1199,2024,Central,Small Business,Office Supplies,7,921.16,0.2,5158.5,1100.35,Online
700598,2024-03-04,1064,2050,West,Consumer,Electronics,3,1170.97,0.2,2810.33,923.29,Partner
700599,2024-05-13,1072,2085,North,Small Business,Furniture,6,230.25,0.2,1105.2,379.18,Partner
700600,2024-05-30,1014,2040,East,Corporate,Electronics,1,73.85,0.2,59.08,11.19,Retail
700601,2024-07-25,1151,2003,East,Corporate,Appliances,6,1135.26,0.2,5449.25,1892.48,Retail
700602,2024-02-13,1015,2096,North,Corporate,Electronics,9,906.46,0.15,6934.42,2267.3,Online
700603,2024-09-09,1174,2091,West,Consumer,Office Supplies,7,1126.25,0.2,6307.0,1269.51,Partner
700604,2024-11-07,1040,2011,East,Consumer,Office Supplies,8,376.14,0.0,3009.12,654.16,Retail
700605,2024-08-28,1059,2009,South,Corporate,Appliances,6,1096.14,0.0,6576.84,1059.33,Partner
700606,2024-07-24,1141,2018,West,Consumer,Electronics,6,981.37,0.1,5299.4,823.74,Online
700607,2024-07-10,1143,2024,South,Corporate,Office Supplies,7,1145.09,0.15,6813.29,2043.08,Retail
700608,2024-06-03,1186,2036,South,Corporate,Office Supplies,3,432.96,0.05,1233.94,294.23,Partner
700609,2024-06-17,1054,2022,South,Corporate,Appliances,7,1143.66,0.2,6404.5,1758.47,Partner
700610,2024-12-07,1065,2087,North,Corporate,Furniture,1,73.54,0.1,66.19,18.04,Online
700611,2024-09-05,1193,2074,East,Small Business,Appliances,4,493.22,0.2,1578.3,495.41,Online
700612,2024-06-30,1008,2096,Central,Small Business,Appliances,1,164.55,0.05,156.32,46.43,Partner
700613,2024-03-21,1032,2089,North,Small Business,Electronics,4,315.43,0.0,1261.72,363.95,Partner
700614,2024-11-07,1144,2092,South,Small Business,Appliances,2,131.67,0.05,250.17,61.45,Retail
700615,2024-08-14,1157,2048,North,Consumer,Office Supplies,6,728.65,0.2,3497.52,735.37,Retail
700616,2024-07-27,1164,2007,North,Consumer,Furniture,8,1043.3,0.15,7094.44,1958.23,Retail
700617,2024-05-12,1071,2077,South,Corporate,Office Supplies,8,403.42,0.0,3227.36,546.23,Online
700618,2024-03-24,1013,2075,Central,Consumer,Electronics,6,664.6,0.2,3190.08,974.9,Partner
700619,2024-10-03,1164,2017,North,Corporate,Electronics,9,781.43,0.0,7032.87,1554.15,Online
700620,2024-02-25,1170,2079,Central,Corporate,Office Supplies,5,1093.93,0.05,5196.17,925.49,Online
700621,2024-06-17,1074,2097,East,Consumer,Appliances,3,757.16,0.2,1817.18,588.3,Online
700622,2024-12-24,1058,2090,East,Corporate,Electronics,5,344.71,0.1,1551.2,421.31,Partner
700623,2024-09-02,1134,2012,West,Corporate,Office Supplies,9,672.19,0.0,6049.71,1019.88,Online
700624,2024-06-12,1174,2098,South,Consumer,Appliances,7,274.89,0.0,1924.23,439.13,Partner
700625,2024-02-09,1045,2075,Central,Corporate,Office Supplies,4,890.22,0.0,3560.88,726.49,Online
700626,2024-09-26,1184,2079,Central,Small Business,Furniture,3,727.13,0.0,2181.39,656.99,Retail
700627,2024-06-07,1007,2059,North,Consumer,Electronics,4,239.02,0.0,956.08,296.05,Partner
700628,2024-08-25,1193,2013,West,Corporate,Appliances,8,962.7,0.05,7316.52,1509.18,Online
700629,2024-01-19,1044,2098,East,Consumer,Office Supplies,9,156.63,0.2,1127.74,186.2,Retail
700630,2024-02-07,1083,2067,West,Corporate,Office Supplies,2,518.44,0.2,829.5,189.28,Online
700631,2024-09-19,1180,2096,East,Corporate,Appliances,5,911.16,0.15,3872.43,1322.22,Online
700632,2024-09-15,1151,2048,South,Consumer,Appliances,8,372.26,0.0,2978.08,957.63,Retail
700633,2024-04-25,1008,2037,East,Corporate,Electronics,6,758.91,0.2,3642.77,1246.99,Partner
700634,2024-03-24,1045,2091,Central,Small Business,Office Supplies,4,1081.0,0.2,3459.2,947.94,Retail
700635,2024-10-14,1035,2031,West,Corporate,Electronics,3,814.47,0.15,2076.9,701.66,Retail
700636,2024-02-16,1106,2001,West,Small Business,Furniture,4,150.73,0.2,482.34,135.1,Retail
700637,2024-06-11,1132,2025,North,Corporate,Office Supplies,1,420.15,0.0,420.15,127.47,Partner
700638,2024-08-08,1003,2010,West,Corporate,Appliances,7,154.27,0.05,1025.9,164.77,Online
700639,2024-04-28,1151,2081,Central,Consumer,Office Supplies,2,141.53,0.05,268.91,50.82,Online
700640,2024-12-21,1169,2029,North,Small Business,Appliances,2,670.96,0.15,1140.63,319.2,Partner
700641,2024-05-23,1050,2031,Central,Small Business,Office Supplies,8,148.84,0.05,1131.18,316.4,Retail
700642,2024-06-24,1085,2070,East,Small Business,Furniture,7,669.4,0.05,4451.51,1330.55,Retail
700643,2024-09-28,1057,2023,North,Small Business,Appliances,2,517.53,0.1,931.55,198.25,Partner
700644,2024-05-24,1066,2049,South,Small Business,Office Supplies,3,835.08,0.05,2379.98,822.22,Partner
700645,2024-08-29,1078,2037,West,Consumer,Furniture,6,1093.98,0.1,5907.49,1041.44,Online
700646,2024-04-01,1032,2044,North,Small Business,Furniture,4,723.52,0.2,2315.26,693.61,Online
700647,2024-01-13,1171,2066,West,Consumer,Office Supplies,3,749.1,0.15,1910.21,330.59,Online
700648,2024-11-13,1083,2081,Central,Corporate,Office Supplies,9,920.32,0.2,6626.3,1884.8,Retail
700649,2024-01-14,1054,2088,North,Corporate,Appliances,6,951.18,0.1,5136.37,1636.73,Partner
700650,2024-01-03,1115,2097,West,Small Business,Office Supplies,3,173.36,0.15,442.07,83.61,Partner
700651,2024-01-09,1178,2008,Central,Corporate,Furniture,3,927.34,0.15,2364.72,478.62,Retail
700652,2024-08-02,1012,2015,North,Consumer,Office Supplies,6,296.59,0.05,1690.56,539.75,Online
700653,2024-08-13,1125,2048,South,Consumer,Office Supplies,6,1183.27,0.1,6389.66,1899.76,Partner
700654,2024-06-27,1096,2038,Central,Consumer,Office Supplies,1,1111.79,0.1,1000.61,238.32,Online
700655,2024-12-05,1030,2035,North,Small Business,Furniture,3,98.81,0.0,296.43,73.19,Retail
700656,2024-04-06,1119,2014,South,Small Business,Electronics,8,257.34,0.05,1955.78,397.91,Online
700657,2024-08-23,1132,2040,North,Small Business,Furniture,6,647.16,0.0,3882.96,1264.7,Partner
700658,2024-04-28,1191,2027,West,Small Business,Furniture,1,69.59,0.05,66.11,12.31,Partner
700659,2024-06-19,1010,2007,South,Corporate,Appliances,1,490.65,0.1,441.58,96.35,Partner
700660,2024-03-09,1114,2030,Central,Small Business,Furniture,1,348.52,0.05,331.09,65.53,Retail
700661,2024-01-13,1021,2075,East,Small Business,Furniture,2,1081.82,0.15,1839.09,593.76,Partner
700662,2024-07-19,1132,2026,East,Consumer,Electronics,3,1149.22,0.2,2758.13,454.04,Retail
700663,2024-05-22,1051,2052,South,Corporate,Office Supplies,4,1058.61,0.15,3599.27,964.24,Retail
700664,2024-06-22,1118,2090,East,Corporate,Office Supplies,4,468.33,0.0,1873.32,530.9,Retail
700665,2024-12-27,1104,2061,North,Corporate,Appliances,1,31.17,0.1,28.05,5.04,Retail
700666,2024-04-22,1111,2092,Central,Corporate,Office Supplies,7,32.4,0.1,204.12,32.23,Retail
700667,2024-12-06,1164,2079,Central,Small Business,Electronics,8,137.01,0.0,1096.08,211.26,Online
700668,2024-12-05,1058,2024,North,Corporate,Electronics,9,37.88,0.1,306.83,93.92,Partner
700669,2024-02-22,1055,2009,West,Small Business,Furniture,9,259.65,0.1,2103.16,664.53,Online
700670,2024-10-03,1146,2026,West,Consumer,Office Supplies,5,292.69,0.0,1463.45,443.13,Partner
700671,2024-06-09,1082,2005,North,Small Business,Furniture,4,271.1,0.2,867.52,162.53,Partner
700672,2024-03-23,1010,2078,North,Corporate,Furniture,3,618.11,0.15,1576.18,277.64,Retail
700673,2024-10-21,1175,2004,West,Small Business,Furniture,2,233.94,0.1,421.09,78.92,Retail
700674,2024-12-08,1113,2033,South,Small Business,Appliances,6,367.9,0.05,2097.03,730.45,Partner
700675,2024-02-02,1083,2042,West,Small Business,Office Supplies,4,535.25,0.15,1819.85,585.13,Online
700676,2024-06-19,1173,2020,West,Small Business,Electronics,8,765.43,0.1,5511.1,989.0,Retail
700677,2024-01-11,1039,2088,Central,Consumer,Office Supplies,9,568.04,0.05,4856.74,860.68,Retail
700678,2024-03-29,1199,2023,South,Corporate,Appliances,8,520.72,0.05,3957.47,1175.48,Online
700679,2024-02-29,1184,2054,North,Consumer,Electronics,3,783.95,0.15,1999.07,681.62,Partner
700680,2024-10-16,1059,2005,Central,Consumer,Appliances,6,1040.0,0.1,5616.0,1669.91,Retail
700681,2024-07-04,1040,2086,Central,Consumer,Office Supplies,8,821.13,0.15,5583.68,874.63,Retail
700682,2024-12-11,1102,2024,Central,Corporate,Appliances,8,477.2,0.2,3054.08,546.22,Retail
700683,2024-03-24,1078,2059,East,Consumer,Appliances,7,241.45,0.0,1690.15,433.61,Partner
700684,2024-02-27,1091,2061,South,Consumer,Furniture,1,746.1,0.1,671.49,205.14,Online
700685,2024-05-31,1135,2010,Central,Corporate,Furniture,6,895.59,0.05,5104.86,1384.64,Online
700686,2024-04-11,1194,2096,West,Small Business,Electronics,2,1075.13,0.05,2042.75,345.99,Online
700687,2024-04-10,1097,2094,Central,Consumer,Appliances,3,691.94,0.15,1764.45,521.82,Online
700688,2024-07-23,1137,2009,East,Corporate,Electronics,6,1067.87,0.15,5446.14,1788.55,Partner
700689,2024-06-27,1038,2033,Central,Small Business,Appliances,4,396.33,0.0,1585.32,480.98,Online
700690,2024-07-25,1035,2045,West,Consumer,Furniture,7,1014.82,0.1,6393.37,1932.5,Partner
700691,2024-07-22,1157,2053,West,Corporate,Office Supplies,1,790.17,0.05,750.66,240.05,Retail
700692,2024-06-03,1071,2009,North,Corporate,Furniture,2,987.4,0.0,1974.8,309.59,Online
700693,2024-05-18,1150,2081,South,Small Business,Appliances,6,899.5,0.05,5127.15,1314.63,Partner
700694,2024-03-01,1016,2067,North,Small Business,Appliances,2,1087.62,0.0,2175.24,456.31,Partner
700695,2024-09-21,1165,2077,Central,Small Business,Furniture,4,372.29,0.2,1191.33,337.15,Partner
700696,2024-01-29,1052,2041,West,Corporate,Electronics,6,826.97,0.2,3969.46,1100.43,Online
700697,2024-08-20,1092,2075,Central,Small Business,Electronics,5,353.91,0.1,1592.6,367.77,Retail
700698,2024-04-26,1190,2071,North,Corporate,Furniture,8,355.66,0.0,2845.28,593.35,Online
700699,2024-03-10,1132,2019,South,Consumer,Office Supplies,4,148.7,0.2,475.84,150.41,Retail
700700,2024-08-31,1053,2030,South,Corporate,Office Supplies,1,781.53,0.2,625.22,193.58,Online
700701,2024-04-19,1169,2039,South,Corporate,Electronics,9,1087.68,0.15,8320.75,1560.01,Partner
700702,2024-06-05,1069,2062,North,Consumer,Furniture,1,170.81,0.15,145.19,22.34,Retail
700703,2024-01-12,1095,2099,Central,Corporate,Furniture,2,607.57,0.1,1093.63,235.78,Partner
700704,2024-08-20,1153,2061,North,Corporate,Electronics,8,157.02,0.1,1130.54,273.07,Partner
700705,2024-09-15,1006,2097,East,Small Business,Electronics,6,1131.36,0.0,6788.16,1837.37,Online
700706,2024-01-03,1189,2050,Central,Small Business,Furniture,9,1089.89,0.2,7847.21,2409.03,Partner
700707,2024-07-19,1130,2037,Central,Consumer,Electronics,7,553.02,0.1,3484.03,1135.33,Retail
700708,2024-11-15,1055,2079,South,Small Business,Appliances,3,658.76,0.0,1976.28,683.06,Partner
700709,2024-12-06,1063,2084,South,Corporate,Electronics,9,1149.21,0.2,8274.31,1567.36,Online
700710,2024-09-04,1123,2062,North,Corporate,Electronics,3,914.41,0.05,2606.07,903.53,Online
700711,2024-10-07,1115,2052,South,Corporate,Office Supplies,3,106.07,0.1,286.39,56.91,Online
700712,2024-04-10,1011,2010,South,Corporate,Electronics,3,419.13,0.0,1257.39,348.1,Online
700713,2024-05-18,1028,2082,East,Corporate,Furniture,6,602.29,0.2,2890.99,1008.75,Retail
700714,2024-07-23,1028,2005,South,Small Business,Electronics,3,1087.5,0.15,2773.12,941.17,Retail
700715,2024-03-15,1017,2077,North,Corporate,Electronics,7,1112.78,0.05,7399.99,1858.48,Partner
700716,2024-11-25,1189,2047,West,Corporate,Office Supplies,8,1154.33,0.1,8311.18,2759.7,Retail
700717,2024-06-06,1094,2011,East,Consumer,Electronics,9,861.27,0.15,6588.72,1023.8,Online
700718,2024-01-10,1080,2027,Central,Corporate,Office Supplies,7,335.12,0.1,2111.26,329.75,Retail
700719,2024-04-07,1081,2036,East,Consumer,Office Supplies,6,205.81,0.2,987.89,239.62,Online
700720,2024-10-06,1041,2036,West,Corporate,Appliances,4,976.63,0.2,3125.22,956.91,Retail
700721,2024-04-11,1072,2071,North,Small Business,Office Supplies,5,430.73,0.0,2153.65,747.28,Partner
700722,2024-10-16,1094,2001,North,Consumer,Appliances,7,893.71,0.15,5317.57,1140.39,Online
700723,2024-08-27,1198,2090,East,Small Business,Appliances,8,876.25,0.15,5958.5,1325.78,Partner
700724,2024-06-15,1093,2077,West,Small Business,Electronics,6,698.85,0.05,3983.44,1274.28,Partner
700725,2024-03-02,1106,2048,North,Consumer,Electronics,8,814.93,0.0,6519.44,1980.38,Partner
700726,2024-06-27,1143,2037,North,Small Business,Electronics,7,90.58,0.1,570.65,176.55,Retail
700727,2024-01-05,1163,2072,West,Corporate,Office Supplies,8,1029.84,0.0,8238.72,1679.31,Partner
700728,2024-06-24,1112,2007,East,Consumer,Electronics,2,1013.91,0.0,2027.82,348.14,Partner
700729,2024-07-13,1167,2014,East,Consumer,Furniture,7,950.53,0.0,6653.71,1842.93,Retail
700730,2024-04-23,1189,2074,West,Corporate,Electronics,5,959.45,0.15,4077.66,864.39,Retail
700731,2024-08-24,1059,2082,West,Consumer,Appliances,5,377.26,0.0,1886.3,389.35,Retail
700732,2024-06-04,1052,2059,South,Corporate,Electronics,9,1116.2,0.2,8036.64,2205.12,Online
700733,2024-12-05,1137,2069,Central,Corporate,Furniture,2,258.8,0.0,517.6,81.16,Online
700734,2024-01-05,1031,2011,North,Small Business,Office Supplies,4,554.38,0.15,1884.89,552.19,Partner
700735,2024-05-18,1108,2027,Central,Small Business,Office Supplies,4,950.02,0.15,3230.07,965.01,Partner
700736,2024-04-30,1002,2086,West,Small Business,Electronics,5,363.32,0.05,1725.77,290.77,Partner
700737,2024-04-17,1045,2042,West,Corporate,Electronics,8,76.72,0.15,521.7,133.93,Partner
700738,2024-10-16,1062,2020,North,Consumer,Office Supplies,4,610.71,0.2,1954.27,435.37,Partner
700739,2024-08-16,1048,2066,North,Small Business,Furniture,4,774.67,0.0,3098.68,752.66,Retail
700740,2024-09-27,1163,2013,Central,Small Business,Electronics,7,421.53,0.2,2360.57,746.31,Partner
700741,2024-12-14,1059,2032,North,Corporate,Electronics,8,425.31,0.1,3062.23,778.52,Retail
700742,2024-08-21,1129,2036,North,Consumer,Office Supplies,2,763.62,0.2,1221.79,341.35,Retail
700743,2024-08-25,1157,2061,South,Consumer,Furniture,4,546.95,0.1,1969.02,473.34,Partner
700744,2024-10-01,1059,2076,East,Corporate,Appliances,5,1140.32,0.05,5416.52,1702.93,Partner
700745,2024-09-16,1069,2027,Central,Small Business,Office Supplies,5,199.2,0.2,796.8,140.41,Online
700746,2024-10-15,1181,2015,Central,Corporate,Appliances,7,735.41,0.2,4118.3,673.27,Online
700747,2024-11-30,1086,2011,North,Corporate,Furniture,1,612.8,0.2,490.24,163.13,Partner
700748,2024-02-29,1065,2036,South,Consumer,Appliances,6,47.71,0.0,286.26,97.38,Retail
700749,2024-10-08,1041,2023,North,Consumer,Electronics,9,129.69,0.1,1050.49,217.18,Retail
700750,2024-04-14,1172,2013,South,Corporate,Furniture,6,770.26,0.1,4159.4,835.59,Retail
700751,2024-05-21,1102,2085,South,Small Business,Electronics,6,638.76,0.0,3832.56,831.83,Retail
700752,2024-09-08,1010,2051,East,Consumer,Appliances,3,502.44,0.2,1205.86,232.57,Online
700753,2024-10-02,1155,2051,North,Small Business,Furniture,5,883.41,0.0,4417.05,1287.42,Partner
700754,2024-07-03,1018,2018,South,Corporate,Electronics,4,318.39,0.2,1018.85,300.16,Partner
700755,2024-07-05,1185,2071,South,Consumer,Furniture,8,458.95,0.1,3304.44,1097.83,Partner
